,Job Title,Rating,Company Name,Location,Size,Sector,avg_salary,python,r,spark,aws,excel,Salary_category,Size_category,State_category,State_Acro
324,Data Analyst,3.7,CALIBRE Systems,"Alexandria, VA",501 to 1000 employees,Information Technology,71.0,0,0,0,0,1,lowSalary,500 to 1000,VA,Virginia
325,"Director - Data, Privacy and AI Governance",3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,101.0,0,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
326,Data Scientist,3.5,Esri,"Redlands, CA",1001 to 5000 employees,Information Technology,107.0,1,0,1,1,0,middleSalary,1000 to 5000,CA,California
327,Data Scientist,4.7,New England Biolabs,"Ipswich, MA",201 to 500 employees,Biotech & Pharmaceuticals,112.5,1,0,0,0,1,middleSalary,Under 500,MA,Massachusetts
328,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA",201 to 500 employees,Information Technology,181.0,1,0,1,0,0,highSalary,Under 500,CA,California
329,Information Security Data Analyst,3.7,Motorola Solutions,"Chicago, IL",10000+ employees,Information Technology,61.0,1,0,1,0,0,lowSalary,More than 5000,IL,Illinois
330,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA",51 to 200 employees,Information Technology,205.0,1,0,1,1,0,highSalary,Under 500,CA,California
331,Scientist Manufacturing - Kentucky BioProcessing,3.1,Reynolds American,"Owensboro, KY",5001 to 10000 employees,Manufacturing,103.5,0,0,0,0,0,middleSalary,More than 5000,KY,Kentucky
332,Data Analytics Project Manager,3.6,MassMutual,"Springfield, MA",5001 to 10000 employees,Insurance,63.0,0,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
333,Consultant - Analytics Consulting,3.0,Infosys,"Hartford, CT",10000+ employees,Information Technology,62.5,0,0,0,0,1,lowSalary,More than 5000,CT,Connecticut
334,Data Engineer,3.5,Alignment Healthcare,"Orange, CA",501 to 1000 employees,Health Care,94.5,1,0,1,1,1,middleSalary,500 to 1000,CA,California
335,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA",1001 to 5000 employees,"Arts, Entertainment & Recreation",48.5,0,0,0,0,1,lowestSalary,1000 to 5000,CA,California
336,Senior Scientist (Neuroscience),3.5,Sunovion,"Marlborough, MA",1001 to 5000 employees,Biotech & Pharmaceuticals,154.5,1,0,0,0,1,highSalary,1000 to 5000,MA,Massachusetts
337,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX",1001 to 5000 employees,Health Care,21.5,0,0,0,1,0,lowestSalary,1000 to 5000,TX,Texas
338,Machine Learning Engineer - Regulatory,3.7,Cboe Global Markets,"Lenexa, KS",501 to 1000 employees,Finance,87.0,1,0,0,0,1,lowSalary,500 to 1000,KS,Kansas
339,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL",501 to 1000 employees,Manufacturing,52.5,0,0,0,0,0,lowSalary,500 to 1000,IL,Illinois
340,Data Engineer,3.2,Guidepoint,"New York, NY",501 to 1000 employees,Business Services,64.5,1,0,0,1,1,lowSalary,500 to 1000,NY,New York
341,"Scientist, Bacteriology",2.1,Cerus Corporation,"Concord, CA",201 to 500 employees,Biotech & Pharmaceuticals,111.5,0,0,0,0,1,middleSalary,Under 500,CA,California
342,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,154.5,0,0,1,1,1,highSalary,More than 5000,MA,Massachusetts
343,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,124.0,0,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
344,Senior Data Scientist,4.4,Maven Wave Partners,"Chicago, IL",201 to 500 employees,Business Services,128.5,1,0,0,1,1,middleSalary,Under 500,IL,Illinois
345,Clinical Laboratory Scientist,3.7,Vail Health,"Vail, CO",501 to 1000 employees,Health Care,31.5,0,0,0,0,0,lowestSalary,500 to 1000,CO,Colorado
346,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 to 1000 employees,Health Care,64.0,0,0,0,0,0,lowSalary,500 to 1000,CA,California
347,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN",10000+ employees,Retail,98.0,1,0,0,0,0,middleSalary,More than 5000,TN,Tennessee
348,Data Scientist - Algorithms & Inference,4.2,Nuna,"San Francisco, CA",51 to 200 employees,Information Technology,142.5,0,0,0,0,0,middleSalary,Under 500,CA,California
349,Senior Data Scientist - R&D Oncology,3.9,AstraZeneca,"New York, NY",10000+ employees,Biotech & Pharmaceuticals,137.0,1,0,0,0,0,middleSalary,More than 5000,NY,New York
350,Data Engineer,4.0,Pinnacol Assurance,"Denver, CO",501 to 1000 employees,Insurance,99.0,1,0,0,1,0,middleSalary,500 to 1000,CO,Colorado
351,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI",501 to 1000 employees,Manufacturing,54.0,0,0,0,0,0,lowSalary,500 to 1000,WI,Wisconsin
352,Senior Data Scientist,4.4,MathWorks,"Natick, MA",1001 to 5000 employees,Information Technology,139.5,1,0,0,0,0,middleSalary,1000 to 5000,MA,Massachusetts
353,Data Engineer,3.4,MetroStar Systems,"Rockville, MD",201 to 500 employees,Information Technology,109.0,0,0,0,1,0,middleSalary,Under 500,MD,Maryland
354,"Director II, Data Science - GRM Actuarial",3.3,Liberty Mutual Insurance,"Chicago, IL",10000+ employees,Insurance,254.0,1,0,0,0,0,highestSalary,More than 5000,IL,Illinois
355,"Scientist, Molecular/Cellular Biologist",2.9,Audentes Therapeutics,"South San Francisco, CA",201 to 500 employees,Biotech & Pharmaceuticals,73.0,0,0,0,0,0,lowSalary,Under 500,CA,California
356,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,81.0,0,0,0,0,1,lowSalary,Under 500,MD,Maryland
357,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE",1001 to 5000 employees,Health Care,27.5,0,0,0,0,0,lowestSalary,1000 to 5000,DE,Delaware
358,Scientist - Analytical Services,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,99.5,0,0,0,0,1,middleSalary,More than 5000,NC,North Carolina
359,Associate Data Analyst- Graduate Development Program,3.3,National Interstate,"Richfield, OH",501 to 1000 employees,Insurance,45.5,0,0,0,0,0,lowestSalary,500 to 1000,OH,Ohio
360,Sr. Data Engineer,4.5,Moser Consulting,"Indianapolis, IN",51 to 200 employees,Business Services,122.5,1,0,1,1,0,middleSalary,Under 500,IN,Indiana
361,Senior Insurance Data Scientist,3.9,TransUnion,"Chicago, IL",5001 to 10000 employees,Finance,140.0,1,0,0,0,1,middleSalary,More than 5000,IL,Illinois
362,Senior Data Science Systems Engineer,3.2,MITRE,"Hampton, VA",5001 to 10000 employees,Government,77.5,0,0,0,0,0,lowSalary,More than 5000,VA,Virginia
363,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,Mcphail Associates,"Cambridge, MA",1 to 50 employees,"Construction, Repair & Maintenance",26.5,0,0,0,0,1,lowestSalary,Under 500,MA,Massachusetts
364,Senior Scientist - Regulatory Submissions,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,117.5,0,0,0,0,1,middleSalary,More than 5000,NC,North Carolina
365,Scientist - Biomarker and Flow Cytometry,2.4,Crown Bioscience,"San Diego, CA",501 to 1000 employees,Biotech & Pharmaceuticals,70.5,0,0,0,0,0,lowSalary,500 to 1000,CA,California
366,Revenue Analytics Manager,4.8,HOVER,"San Francisco, CA",51 to 200 employees,Information Technology,61.5,0,0,0,0,1,lowSalary,Under 500,CA,California
367,"Associate Scientist, LC/MS Biologics",2.9,Q2 Solutions,"Ithaca, NY",1001 to 5000 employees,Biotech & Pharmaceuticals,70.0,0,0,0,0,1,lowSalary,1000 to 5000,NY,New York
368,Sr. Scientist Method Development,2.9,Q2 Solutions,"Marietta, GA",1001 to 5000 employees,Biotech & Pharmaceuticals,80.0,0,0,0,0,1,lowSalary,1000 to 5000,GA,Georgia
369,IT - Data Engineer II,3.4,Arbella Insurance,"Quincy, MA",1001 to 5000 employees,Insurance,90.0,0,0,1,0,1,middleSalary,1000 to 5000,MA,Massachusetts
371,"Project Scientist - Auton Lab, Robotics Institute",2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,73.5,0,0,0,0,1,lowSalary,500 to 1000,PA,Pennsylvania
372,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL",501 to 1000 employees,Business Services,91.0,1,0,0,0,1,middleSalary,500 to 1000,FL,Florida
373,Data Scientist,5.0,BPA Services,"Washington, DC",Unknown,Information Technology,155.0,0,0,0,1,1,highSalary,,DC,DC
374,"Enterprise Architect, Data",3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,129.5,1,0,1,1,1,middleSalary,More than 5000,MA,Massachusetts
375,"Senior Manager, Epidemiologic Data Scientist",4.0,Pfizer,"New York, NY",10000+ employees,Biotech & Pharmaceuticals,167.5,0,0,0,1,1,highSalary,More than 5000,NY,New York
376,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,3.8,Associated Banc-Corp,"Green Bay, WI",1001 to 5000 employees,Finance,60.0,0,0,0,1,1,lowSalary,1000 to 5000,WI,Wisconsin
377,Lead Data Scientist,3.9,Zest AI,"Burbank, CA",51 to 200 employees,Finance,180.0,1,0,0,0,1,highSalary,Under 500,CA,California
378,"Marketing Data Analyst, May 2020 Undergrad",3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,65.0,0,0,0,0,1,lowSalary,1000 to 5000,NY,New York
379,Senior Data Engineer,4.3,Genesys,"Durham, NC",5001 to 10000 employees,Information Technology,112.5,1,0,1,1,0,middleSalary,More than 5000,NC,North Carolina
380,Senior Data Analyst,1.9,Moda Operandi,"New York, NY",201 to 500 employees,Retail,87.5,1,0,0,0,1,lowSalary,Under 500,NY,New York
381,Data Modeler - Data Solutions Engineer,3.3,Liberty Mutual Insurance,"Indianapolis, IN",10000+ employees,Insurance,51.5,1,0,0,0,1,lowSalary,More than 5000,IN,Indiana
382,Associate Environmental Scientist - Wildlife Biologist,4.7,QK,"Clovis, CA",51 to 200 employees,Business Services,51.0,0,0,0,0,1,lowSalary,Under 500,CA,California
383,"Associate, Data Science, Internal Audit",3.1,Santander,"Boston, MA",10000+ employees,Finance,62.5,1,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
384,Sr Data Engineer (Sr BI Developer),3.4,Tivity Health,"Chandler, AZ",501 to 1000 employees,Health Care,100.0,0,0,0,0,0,middleSalary,500 to 1000,AZ,Arizona
385,Data Engineer,4.4,BRMi,"Chantilly, VA",51 to 200 employees,Information Technology,85.0,1,0,1,1,0,lowSalary,Under 500,VA,Virginia
386,Senior LiDAR Data Scientist,3.9,Luminar Technologies,"Orlando, FL",201 to 500 employees,Information Technology,122.0,1,0,0,1,0,middleSalary,Under 500,FL,Florida
387,Salesforce Analytics Consultant,3.9,"Emtec, Inc.","Chicago, IL",501 to 1000 employees,Information Technology,66.5,1,0,0,0,0,lowSalary,500 to 1000,IL,Illinois
388,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO",1001 to 5000 employees,Finance,70.5,0,0,1,0,1,lowSalary,1000 to 5000,MO,Missouri
389,Senior Data Engineer,4.7,Praetorian,"Austin, TX",51 to 200 employees,Business Services,138.5,1,0,1,0,0,middleSalary,Under 500,TX,Texas
390,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA",1001 to 5000 employees,Business Services,107.5,0,0,1,0,1,middleSalary,1000 to 5000,MA,Massachusetts
391,"Scientist, Pharmacometrics",3.8,Agios Pharmaceuticals,"Cambridge, MA",501 to 1000 employees,Biotech & Pharmaceuticals,120.5,0,0,0,0,0,middleSalary,500 to 1000,MA,Massachusetts
392,Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,81.0,0,0,0,0,0,lowSalary,Under 500,MD,Maryland
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,Reynolds American,"Owensboro, KY",5001 to 10000 employees,Manufacturing,103.5,0,0,0,0,0,middleSalary,More than 5000,KY,Kentucky
394,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL",1001 to 5000 employees,Transportation & Logistics,107.5,0,0,0,0,0,middleSalary,1000 to 5000,IL,Illinois
395,Lead Big Data Engineer,4.0,Glassdoor,"San Francisco, CA",1001 to 5000 employees,Information Technology,162.0,1,0,1,1,1,highSalary,1000 to 5000,CA,California
396,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA",1001 to 5000 employees,Information Technology,68.5,1,0,1,0,1,lowSalary,1000 to 5000,CA,California
397,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH",10000+ employees,Insurance,110.5,0,0,0,0,1,middleSalary,More than 5000,OH,Ohio
398,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,Caterpillar,"Peoria, IL",10000+ employees,Manufacturing,81.0,0,0,0,0,0,lowSalary,More than 5000,IL,Illinois
399,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL",1001 to 5000 employees,Real Estate,130.0,1,0,1,0,1,middleSalary,1000 to 5000,IL,Illinois
400,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA",201 to 500 employees,Insurance,115.5,1,0,0,0,1,middleSalary,Under 500,IA,Iowa
401,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",80.5,0,0,0,0,0,lowSalary,1000 to 5000,WA,Washington
402,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",501 to 1000 employees,Finance,43.0,0,0,0,0,1,lowestSalary,500 to 1000,IA,Iowa
403,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,140.0,0,0,0,0,1,middleSalary,Under 500,MA,Massachusetts
405,Data Analyst Senior,3.0,AmeriHealth Caritas,"Philadelphia, PA",5001 to 10000 employees,Insurance,66.5,0,0,0,0,1,lowSalary,More than 5000,PA,Pennsylvania
406,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA",51 to 200 employees,Business Services,94.5,1,0,0,1,0,middleSalary,Under 500,CA,California
407,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",119.0,0,0,0,0,0,middleSalary,1000 to 5000,WA,Washington
408,Medical Lab Scientist - MLT,3.2,Catholic Health Initiatives,"Omaha, NE",10000+ employees,Health Care,25.0,0,0,0,0,0,lowestSalary,More than 5000,NE,Nebraska
409,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN",5001 to 10000 employees,Finance,13.5,0,0,0,0,1,lowestSalary,More than 5000,TN,Tennessee
410,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL",10000+ employees,Insurance,194.5,1,0,0,0,0,highSalary,More than 5000,IL,Illinois
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX",1001 to 5000 employees,Business Services,71.5,1,0,0,1,1,lowSalary,1000 to 5000,TX,Texas
412,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX",501 to 1000 employees,Education,105.5,1,0,0,1,0,middleSalary,500 to 1000,TX,Texas
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,74.0,0,0,0,0,1,lowSalary,More than 5000,NC,North Carolina
414,Systems Engineer II - Data Analyst,3.7,Raytheon,"Huntsville, AL",10000+ employees,Aerospace & Defense,62.5,0,0,0,0,1,lowSalary,More than 5000,AL,Alabama
415,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,RTI International,"Durham, NC",1001 to 5000 employees,Business Services,65.5,0,0,0,0,0,lowSalary,1000 to 5000,NC,North Carolina
416,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ",1001 to 5000 employees,Business Services,161.5,1,0,0,1,1,highSalary,1000 to 5000,NJ,New Jersey
417,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA",1001 to 5000 employees,Biotech & Pharmaceuticals,72.5,0,0,0,0,1,lowSalary,1000 to 5000,PA,Pennsylvania
418,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA",51 to 200 employees,Information Technology,139.0,1,0,0,1,1,middleSalary,Under 500,CA,California
419,Senior Data Engineer,3.9,Tapjoy,"San Francisco, CA",201 to 500 employees,Information Technology,136.5,0,0,0,0,0,middleSalary,Under 500,CA,California
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,74.5,1,0,1,0,0,lowSalary,1000 to 5000,NY,New York
421,Senior Scientist - Biostatistician,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,80.5,0,0,0,0,1,lowSalary,More than 5000,NC,North Carolina
422,Data Scientist,3.5,Sartorius,"Albuquerque, NM",5001 to 10000 employees,Biotech & Pharmaceuticals,75.5,1,0,0,0,1,lowSalary,More than 5000,NM,New Mexico
423,Data Scientist,4.7,1904labs,"Saint Louis, MO",51 to 200 employees,Information Technology,143.5,1,0,1,0,0,middleSalary,Under 500,MO,Missouri
424,Data Scientist,5.0,Royce Geospatial,"Springfield, VA",51 to 200 employees,Aerospace & Defense,101.0,1,0,0,0,0,middleSalary,Under 500,VA,Virginia
425,Data Engineer,3.6,MassMutual,"Springfield, MA",5001 to 10000 employees,Insurance,92.0,1,0,1,0,1,middleSalary,More than 5000,MA,Massachusetts
426,Computational Chemist/Data Scientist,3.8,PNNL,"Richland, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",76.5,1,0,0,0,0,lowSalary,1000 to 5000,WA,Washington
427,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT",51 to 200 employees,Biotech & Pharmaceuticals,140.5,1,0,0,1,0,middleSalary,Under 500,UT,Utah
428,Data Scientist,3.6,Citi,"Jersey City, NJ",10000+ employees,Finance,116.5,0,0,0,0,1,middleSalary,More than 5000,NJ,New Jersey
429,Principal Machine Learning Scientist,4.7,Sage Intacct,"San Francisco, CA",501 to 1000 employees,Information Technology,232.5,1,0,0,0,0,highSalary,500 to 1000,CA,California
430,Data Scientist,3.5,Scale AI,"San Francisco, CA",51 to 200 employees,Information Technology,120.5,1,0,0,0,0,middleSalary,Under 500,CA,California
431,Product Engineer – Data Science,3.5,Esri,"Arlington, VA",1001 to 5000 employees,Information Technology,82.0,1,0,0,0,0,lowSalary,1000 to 5000,VA,Virginia
432,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY",10000+ employees,Health Care,84.5,0,0,0,0,0,lowSalary,More than 5000,NY,New York
433,Data Scientist,2.7,Change Healthcare,"Emeryville, CA",10000+ employees,Information Technology,153.0,1,0,1,1,0,highSalary,More than 5000,CA,California
434,Data Scientist,3.4,MZ,"Palo Alto, CA",501 to 1000 employees,Information Technology,127.0,1,0,1,0,0,middleSalary,500 to 1000,CA,California
435,Data Scientist,4.7,HG Insights,"Santa Barbara, CA",51 to 200 employees,Information Technology,85.5,1,0,1,0,1,lowSalary,Under 500,CA,California
436,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY",1001 to 5000 employees,Business Services,76.5,1,0,0,0,1,lowSalary,1000 to 5000,NY,New York
437,Data Scientist,3.5,CBS Interactive,"New York, NY",1001 to 5000 employees,Media,128.0,1,0,1,0,0,middleSalary,1000 to 5000,NY,New York
438,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA",1 to 50 employees,Business Services,91.5,1,0,1,1,1,middleSalary,Under 500,PA,Pennsylvania
439,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,134.5,0,0,0,0,0,middleSalary,Under 500,MA,Massachusetts
440,Data Scientist,3.3,Samba TV,"San Francisco, CA",201 to 500 employees,Business Services,164.5,0,0,0,0,0,highSalary,Under 500,CA,California
441,Software Engineer - Data Visualization,4.0,ClearEdge,"Annapolis Junction, MD",51 to 200 employees,Information Technology,93.5,0,0,0,0,1,middleSalary,Under 500,MD,Maryland
442,Market Data Analyst,3.4,SV Microwave,"West Palm Beach, FL",201 to 500 employees,Telecommunications,44.0,0,0,0,0,0,lowestSalary,Under 500,FL,Florida
443,Staff Data Engineer,3.8,Sumo Logic,"Austin, TX",501 to 1000 employees,Information Technology,149.5,0,0,1,1,0,middleSalary,500 to 1000,TX,Texas
444,Associate Data Engineer,3.5,EAB,"Washington, DC",1001 to 5000 employees,Business Services,65.5,0,0,1,1,1,lowSalary,1000 to 5000,DC,DC
445,Data Engineer,4.4,SpringML,"Herndon, VA",1 to 50 employees,Information Technology,109.0,1,0,1,0,0,middleSalary,Under 500,VA,Virginia
446,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA",1001 to 5000 employees,Information Technology,177.0,1,0,1,1,0,highSalary,1000 to 5000,CA,California
447,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA",201 to 500 employees,Aerospace & Defense,107.0,1,0,1,0,1,middleSalary,Under 500,VA,Virginia
448,Data Scientist,4.1,Netskope,"Santa Clara, CA",501 to 1000 employees,Information Technology,154.5,1,0,1,0,1,highSalary,500 to 1000,CA,California
449,Data Scientist,4.0,Lorven Technologies Inc,"Santa Clara, CA",1 to 50 employees,Accounting & Legal,113.5,1,0,1,0,0,middleSalary,Under 500,CA,California
450,Senior Data Scientist,3.5,Brighthouse Financial,"Charlotte, NC",1001 to 5000 employees,Insurance,124.5,1,0,1,0,1,middleSalary,1000 to 5000,NC,North Carolina
451,Data Scientist,2.5,CareDx,"Brisbane, CA",1 to 50 employees,Biotech & Pharmaceuticals,143.5,1,0,0,0,1,middleSalary,Under 500,CA,California
452,Data Scientist,3.9,Serigor Inc.,"San Francisco, CA",1 to 50 employees,Information Technology,113.5,1,0,0,0,0,middleSalary,Under 500,CA,California
453,Data Scientist,3.4,Leidos,"Springfield, VA",10000+ employees,Aerospace & Defense,101.5,1,0,0,1,0,middleSalary,More than 5000,VA,Virginia
454,"Data Analyst, Performance Partnership",3.6,Beckman Coulter Diagnostics,"New York, NY",10000+ employees,Manufacturing,73.0,0,0,0,1,1,lowSalary,More than 5000,NY,New York
455,Data Scientist,3.5,IHS Markit,"New York, NY",10000+ employees,Business Services,80.5,1,0,0,1,0,lowSalary,More than 5000,NY,New York
457,Staff BI and Data Engineer,2.9,Affinity Solutions,"San Jose, CA",51 to 200 employees,Business Services,114.0,1,0,1,0,0,middleSalary,Under 500,CA,California
458,Data Scientist,3.5,e-IT Professionals Corp.,"Foster City, CA",51 to 200 employees,Consumer Services,139.5,1,0,0,0,0,middleSalary,Under 500,CA,California
459,Data Scientist,4.8,TechProjects,"New York, NY",1 to 50 employees,Information Technology,145.5,1,0,0,0,1,middleSalary,Under 500,NY,New York
460,Data Scientist,4.0,Biz2Credit Inc,"New York, NY",201 to 500 employees,Finance,87.0,0,0,0,0,1,lowSalary,Under 500,NY,New York
461,Data Scientist,4.2,PeoplesBank,"Holyoke, MA",201 to 500 employees,Finance,100.5,0,0,0,0,1,middleSalary,Under 500,MA,Massachusetts
462,Data Scientist Manager,3.8,Capgemini,"New York, NY",10000+ employees,Information Technology,147.0,1,0,1,0,1,middleSalary,More than 5000,NY,New York
463,Data Engineer,3.7,GNY Insurance Companies,"New York, NY",201 to 500 employees,Insurance,110.5,1,0,0,0,1,middleSalary,Under 500,NY,New York
464,Marketing Data Analyst,3.9,Citadel Federal Credit Union,"Exton, PA",501 to 1000 employees,Finance,49.0,1,0,0,0,0,lowestSalary,500 to 1000,PA,Pennsylvania
465,Data Scientist,4.6,"Conch Technologies, Inc","Waltham, MA",51 to 200 employees,Business Services,94.0,1,0,1,1,0,middleSalary,Under 500,MA,Massachusetts
466,Senior Data Scientist,4.3,Medidata Solutions,"New York, NY",1001 to 5000 employees,Information Technology,123.5,1,0,0,1,0,middleSalary,1000 to 5000,NY,New York
467,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY",10000+ employees,Health Care,84.5,0,0,0,0,0,lowSalary,More than 5000,NY,New York
468,Data Analyst,3.7,CALIBRE Systems,"Alexandria, VA",501 to 1000 employees,Information Technology,71.0,0,0,0,0,1,lowSalary,500 to 1000,VA,Virginia
469,Software Data Engineer - College,4.0,HP Inc.,"Corvallis, OR",10000+ employees,Information Technology,73.0,0,0,0,0,0,lowSalary,More than 5000,OR,Oregon
470,"Director - Data, Privacy and AI Governance",3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,101.0,0,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
471,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA",201 to 500 employees,Information Technology,181.0,1,0,1,0,0,highSalary,Under 500,CA,California
472,Data Scientist,3.7,Northrop Grumman,"San Diego, CA",10000+ employees,Aerospace & Defense,109.5,0,0,0,0,1,middleSalary,More than 5000,CA,California
473,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA",10000+ employees,Information Technology,184.5,1,0,0,0,1,highSalary,More than 5000,WA,Washington
474,Senior Data Scientist - Algorithms,3.9,Quartet Health,"New York, NY",201 to 500 employees,Information Technology,165.0,1,0,0,0,0,highSalary,Under 500,NY,New York
475,Information Security Data Analyst,3.7,Motorola Solutions,"Chicago, IL",10000+ employees,Information Technology,61.0,1,0,1,0,0,lowSalary,More than 5000,IL,Illinois
476,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA",51 to 200 employees,Information Technology,205.0,1,0,1,1,0,highSalary,Under 500,CA,California
477,Data Analyst,3.1,Success Academy Charter Schools,"New York, NY",1001 to 5000 employees,Education,59.5,1,0,0,0,1,lowSalary,1000 to 5000,NY,New York
478,Scientist Manufacturing - Kentucky BioProcessing,3.1,Reynolds American,"Owensboro, KY",5001 to 10000 employees,Manufacturing,103.5,0,0,0,0,0,middleSalary,More than 5000,KY,Kentucky
479,Consultant - Analytics Consulting,3.0,Infosys,"Hartford, CT",10000+ employees,Information Technology,62.5,0,0,0,0,1,lowSalary,More than 5000,CT,Connecticut
480,Data Analytics Project Manager,3.6,MassMutual,"Springfield, MA",5001 to 10000 employees,Insurance,63.0,0,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
481,Data Analyst,3.6,AXION Healthcare Solutions,"New York, NY",1 to 50 employees,Health Care,66.0,0,0,0,0,1,lowSalary,Under 500,NY,New York
482,Data Engineer,3.5,Alignment Healthcare,"Orange, CA",501 to 1000 employees,Health Care,94.5,1,0,1,1,1,middleSalary,500 to 1000,CA,California
483,Data Scientist,4.2,ExecOnline,"New York, NY",51 to 200 employees,Education,75.5,1,0,0,1,0,lowSalary,Under 500,NY,New York
484,Machine Learning Engineer,4.0,Mteq,"Fort Belvoir, VA",501 to 1000 employees,Aerospace & Defense,87.0,1,0,0,0,0,lowSalary,500 to 1000,VA,Virginia
