,County,State,Year,Severity,count(Severity)
5079,York,PA,2019,2,1113
5080,Pickens,GA,2020,3,1
5081,Garvin,OK,2020,4,3
5082,Ottawa,MI,2020,4,11
5083,Clinton,IN,2020,3,2
5084,Jackson,IN,2020,2,30
5085,Ocean,NJ,2020,1,9
5086,Carbon,UT,2019,2,206
5087,Lake,IL,2019,3,1192
5088,Burt,NE,2019,2,15
5089,St. Johns,FL,2019,3,154
5090,Rogers,OK,2019,2,36
5091,Del Norte,CA,2019,2,108
5092,Jackson,OR,2019,3,93
5093,Yadkin,NC,2019,2,19
5094,Harrison,MS,2019,3,58
5095,Russell,VA,2019,3,1
5096,Westmoreland,PA,2019,4,60
5097,Morrow,OR,2019,2,288
5098,Windsor,VT,2019,3,11
5099,Floyd,GA,2019,2,12
5100,Westchester,NY,2019,4,82
5101,Buncombe,NC,2019,2,159
5102,Sierra,NM,2020,3,2
5103,Kenosha,WI,2020,4,3
5104,Colorado,TX,2020,2,4
5105,Dakota,MN,2019,3,734
5106,Coconino,AZ,2019,4,51
5107,Juab,UT,2019,2,197
5108,DeKalb,GA,2019,4,244
5109,Boone,KY,2019,2,111
5110,Bay,FL,2019,2,304
5111,Elk,PA,2019,2,49
5112,St. Tammany,LA,2019,3,59
5113,Blount,TN,2019,3,5
5114,Bienville,LA,2019,2,7
5115,Montgomery,NY,2019,3,74
5116,Onslow,NC,2019,2,9
5117,Inyo,CA,2019,2,99
5118,Marshall,MS,2019,2,4
5119,Ohio,WV,2020,3,3
5120,Scott,IA,2020,4,5
5121,Angelina,TX,2020,3,1
5122,Jersey,IL,2020,3,1
5123,Baltimore County,MD,2019,2,855
5124,Winona,MN,2019,2,158
5125,Freeborn,MN,2019,2,149
5126,Marathon,WI,2019,2,60
5127,Storey,NV,2019,2,29
5128,Grant,MN,2019,2,26
5129,Roane,TN,2019,3,38
5130,Allegan,MI,2019,3,34
5131,Carroll,GA,2019,2,20
5132,Madison,IN,2019,3,50
5133,Pershing,NV,2019,4,4
5134,Pearl River,MS,2019,2,24
5135,Trinity,TX,2019,2,4
5136,Pottawattamie,IA,2019,4,15
5137,Hamilton,IN,2020,4,7
5138,Hamilton,FL,2020,4,5
5139,Tarrant,TX,2019,2,1423
5140,Chambers,AL,2019,3,10
5141,Suwannee,FL,2019,3,66
5142,Macon,AL,2019,3,118
5143,Mariposa,CA,2019,2,130
5144,Amelia,VA,2019,2,47
5145,Levy,FL,2019,2,40
5146,Scott,MN,2019,3,52
5147,Marathon,WI,2019,3,24
5148,Wright,MN,2019,2,486
5149,Plymouth,IA,2019,2,4
5150,Jefferson,TN,2019,3,23
5151,Madison,MS,2019,3,37
5152,Colfax,NE,2019,2,5
5153,Holmes,FL,2019,3,19
5154,Jackson,MI,2019,2,66
5155,Sheridan,WY,2019,3,2
5156,Millard,UT,2019,3,80
5157,Apache,AZ,2020,4,16
5158,Marinette,WI,2020,2,1
5159,Wayne,MI,2019,3,2557
5160,Cook,IL,2019,2,4266
5161,Racine,WI,2019,3,100
5162,Seneca,NY,2019,3,39
5163,Fredericksburg,VA,2019,3,42
5164,Belknap,NH,2019,2,87
5165,Adams,OH,2019,2,2
5166,Midland,MI,2019,2,11
5167,Cass,ND,2019,2,2
5168,Miami,IN,2019,2,2
5169,El Paso,TX,2019,2,3214
5170,Davidson,TN,2019,2,10259
5171,Norfolk,VA,2019,3,803
5172,Denton,TX,2019,3,582
5173,Weld,CO,2019,3,304
5174,Duval,FL,2019,4,243
5175,St. Charles,MO,2019,4,22
5176,Montgomery,PA,2019,4,65
5177,Sedgwick,KS,2019,2,52
5178,Cumberland,TN,2019,2,18
5179,Travis,TX,2019,4,64
5180,Larue,KY,2019,2,1
5181,Morgan,IL,2019,2,1
5182,Oglethorpe,GA,2020,2,5
5183,Huntington,IN,2020,2,4
5184,Trimble,KY,2020,2,2
5185,Orleans,LA,2020,1,680
5186,Bergen,NJ,2019,3,611
5187,Walker,TX,2019,2,6
5188,Essex,MA,2019,3,570
5189,Loudoun,VA,2019,2,1035
5190,Shelby,AL,2019,3,158
5191,Forsyth,GA,2019,2,69
5192,Warren,IA,2019,3,20
5193,Tulsa,OK,2019,3,126
5194,Lehigh,PA,2019,2,295
5195,Culpeper,VA,2019,2,35
5196,Chesterfield,SC,2019,2,287
5197,Lee,AL,2019,3,73
5198,Morgan,IN,2019,2,13
5199,Angelina,TX,2019,2,24
5200,Ste Genevieve,MO,2019,2,4
5201,Johnson,TX,2019,3,25
5202,Screven,GA,2019,2,1
5203,Clinton,MI,2019,2,28
5204,Newton,MS,2019,3,2
5205,Pierce,WI,2019,3,2
5206,Warren,NC,2020,4,1
5207,Turner,GA,2020,2,8
5208,Kent,MI,2019,2,1636
5209,Lancaster,PA,2019,2,1734
5210,Greene,MO,2019,2,582
5211,Gloucester,VA,2019,2,94
5212,Sullivan,NH,2019,3,8
5213,Bullitt,KY,2019,2,8
5214,Ingham,MI,2019,3,99
5215,Trumbull,OH,2019,2,11
5216,Guadalupe,TX,2019,2,7
5217,Clark,IN,2019,2,33
5218,Holmes,FL,2019,2,33
5219,Fond du Lac,WI,2019,2,20
5220,Arenac,MI,2019,3,4
5221,Stanislaus,CA,2019,3,66
5222,Cass,IN,2020,2,3
5223,Rice,MN,2020,4,1
5224,Allegany,NY,2020,2,1
5225,Benton,MS,2020,3,1
5226,Kent,RI,2019,3,267
5227,Jasper,SC,2019,2,276
5228,Hood River,OR,2019,2,267
5229,York,PA,2019,1,1
5230,Wake,NC,2019,3,2512
5231,Rockdale,GA,2019,3,47
5232,Wicomico,MD,2019,2,42
5233,Clark,OH,2019,2,27
5234,Chautauqua,NY,2019,2,70
5235,Union,NC,2019,2,37
5236,Berkshire,MA,2019,4,3
5237,Cherokee,AL,2019,2,11
5238,Orange,FL,2019,4,338
5239,Lea,NM,2019,2,7
5240,Georgetown,SC,2020,1,1
5241,Prince George,VA,2019,2,25
5242,Dakota,MN,2019,2,1918
5243,Ingham,MI,2019,4,93
5244,Virginia Beach,VA,2019,2,300
5245,Elko,NV,2019,3,82
5246,Trempealeau,WI,2019,2,5
5247,Franklin County,VA,2019,3,4
5248,Autauga,AL,2019,4,4
5249,Socorro,NM,2019,4,4
5250,Scott,IN,2019,4,7
5251,McIntosh,GA,2019,2,6
5252,St. Clair,IL,2019,4,18
5253,Routt,CO,2020,2,4
5254,Woodford,IL,2020,2,1
5255,Fulton,GA,2019,3,3590
5256,St. Charles,LA,2019,3,57
5257,Houston,GA,2019,2,44
5258,Marlboro,SC,2019,2,218
5259,Santa Cruz,CA,2019,3,26
5260,Grand,UT,2019,3,47
5261,Bartow,GA,2019,3,74
5262,Escambia,AL,2019,3,13
5263,Baker,OR,2019,2,455
5264,Hunterdon,NJ,2019,4,24
5265,Claiborne,LA,2019,2,2
5266,Cowlitz,WA,2019,2,44
5267,Linn,IA,2019,4,8
5268,Tuscarawas,OH,2019,3,4
5269,Tioga,PA,2020,3,2
5270,Adams,OH,2020,2,1
5271,Halifax,NC,2019,3,26
5272,Monroe,NY,2019,3,483
5273,Las Animas,CO,2019,4,30
5274,Isanti,MN,2019,2,91
5275,Island,WA,2019,2,24
5276,Meeker,MN,2019,3,3
5277,Sacramento,CA,2019,1,2
5278,Pottawattamie,IA,2019,2,119
5279,Lake,OR,2019,2,331
5280,Allegheny,PA,2019,4,106
5281,Santa Barbara,CA,2019,3,29
5282,Scotland,NC,2020,4,6
5283,Larue,KY,2020,3,1
5284,Alcorn,MS,2020,2,1
5285,Ionia,MI,2020,3,6
5286,Midland,MI,2020,3,1
5287,Mercer,WV,2020,3,1
5288,Newport News,VA,2019,3,189
5289,Lee,FL,2019,2,2107
5290,Dillon,SC,2019,3,150
5291,Cobb,GA,2019,3,1032
5292,Nevada,CA,2019,2,547
5293,Florence,SC,2019,3,198
5294,Richmond,GA,2019,3,89
5295,Robeson,NC,2019,2,37
5296,Putnam,IL,2019,2,4
5297,Davidson,NC,2019,2,25
5298,Kendall,TX,2019,3,3
5299,Henry,IN,2019,3,34
5300,Franklin,MO,2019,3,51
5301,Knox,IN,2019,2,8
5302,Clark,WI,2019,2,2
5303,Guernsey,OH,2019,2,3
5304,DeSoto,FL,2019,2,11
5305,Muskingum,OH,2019,2,3
5306,Pike,GA,2019,2,2
5307,New Madrid,MO,2020,2,1
5308,Mathews,VA,2020,3,1
5309,Chowan,NC,2020,2,2
5310,Jeff Davis,GA,2020,3,1
5311,Williamsburg,SC,2020,3,1
5312,Jefferson,MO,2019,2,330
5313,Washington,RI,2019,2,84
5314,Smyth,VA,2019,3,24
5315,Kandiyohi,MN,2019,2,118
5316,Livingston,MI,2019,2,175
5317,Duplin,NC,2019,2,7
5318,Middlesex,CT,2019,3,76
5319,Kaufman,TX,2019,3,41
5320,Winneshiek,IA,2019,3,1
5321,McMinn,TN,2019,2,12
5322,Bedford County,VA,2019,3,8
5323,Butts,GA,2019,4,15
5324,Huntington,IN,2020,3,1
5325,Warrick,IN,2020,2,6
5326,Mason,IL,2020,2,1
5327,Worth,IA,2020,3,2
5328,Monroe,MI,2019,2,50
5329,Waseca,MN,2019,2,43
5330,Erie,PA,2019,3,27
5331,Columbia,WI,2019,2,40
5332,Monroe,FL,2019,3,10
5333,Niagara,NY,2019,3,16
5334,Kitsap,WA,2019,3,26
5335,St. Mary's,MD,2019,3,3
5336,Buffalo,NE,2019,2,6
5337,Burke,NC,2019,2,25
5338,Minnehaha,SD,2020,4,1
5339,Ventura,CA,2019,3,71
5340,Edgefield,SC,2019,2,121
5341,Loudon,TN,2019,3,38
5342,Kane,IL,2019,3,123
5343,Ontario,NY,2019,3,142
5344,Cook,GA,2019,3,16
5345,Saginaw,MI,2019,2,44
5346,Milwaukee,WI,2019,4,83
5347,San Juan,UT,2019,3,6
5348,Aiken,SC,2019,4,7
5349,San Bernardino,CA,2019,4,130
5350,Stokes,NC,2019,2,5
5351,Prince George,VA,2019,3,41
5352,Pueblo,CO,2019,4,40
5353,Lyon,IA,2020,2,1
5354,Douglas,IL,2020,2,2
5355,Grant,IN,2020,4,1
5356,Ogle,IL,2020,4,2
5357,Santa Cruz,CA,2020,1,75
5358,Sac,IA,2020,3,1
5359,Aitkin,MN,2019,2,77
5360,New York,NY,2019,3,594
5361,Jefferson,CO,2019,3,512
5362,Benton,MN,2019,2,140
5363,Ellis,TX,2019,2,33
5364,Crittenden,AR,2019,2,80
5365,Cumberland,NJ,2019,2,59
5366,Luna,NM,2019,3,7
5367,Lincoln,LA,2019,3,2
5368,Presque Isle,MI,2019,2,2
5369,St. Joseph,IN,2019,2,12
5370,Cumberland,NC,2019,4,7
5371,Pulaski,AR,2019,4,25
5372,Vernon,WI,2020,3,2
5373,Kimball,NE,2020,2,4
5374,Glynn,GA,2020,4,6
5375,Chaves,NM,2020,2,5
5376,Redwood,MN,2019,2,50
5377,Creek,OK,2019,2,26
5378,Randolph,NC,2019,2,21
5379,Yellow Medicine,MN,2019,2,30
5380,Allen,IN,2019,3,31
5381,Cape Girardeau,MO,2019,2,4
5382,Beaver,PA,2019,2,32
5383,Elbert,CO,2019,3,9
5384,Oglethorpe,GA,2020,1,1
5385,Hampton,VA,2019,3,193
5386,Gila,AZ,2019,2,115
5387,Chambers,AL,2019,2,6
5388,Lincoln,WI,2019,2,2
5389,Henry,IA,2019,2,4
5390,Cayuga,NY,2019,3,48
5391,New Castle,DE,2019,1,1
5392,Hardin,KY,2019,2,6
5393,Greene,AL,2019,2,20
5394,Rensselaer,NY,2019,4,43
5395,St. John the Baptist,LA,2019,4,6
5396,Champaign,IL,2019,2,2
5397,Decatur,TN,2020,3,3
5398,Newton,MO,2020,4,2
5399,Jackson,CO,2020,3,9
5400,Scott,MO,2020,2,4
5401,Berkeley,SC,2019,2,1868
5402,Johnson,TX,2019,2,14
5403,Middlesex,CT,2019,2,119
5404,Salem,NJ,2019,2,44
5405,Cass,MO,2019,2,14
5406,Montgomery,TN,2019,2,19
5407,Emery,UT,2019,4,7
5408,Cass,IA,2019,3,15
5409,Clinton,NY,2019,3,2
5410,Wilkinson,GA,2019,2,2
5411,Martin,IN,2019,2,3
5412,Madison,VA,2019,2,13
5413,Pulaski,VA,2019,4,2
5414,Miller,GA,2020,2,4
5415,San Miguel,CO,2020,2,3
5416,Martin,NC,2020,3,1
5417,Logan,OH,2020,2,3
5418,Greenville,SC,2019,2,8250
5419,Richmond,GA,2019,2,2204
5420,East Baton Rouge,LA,2019,2,10374
5421,Pierce,WA,2019,3,912
5422,Warren,NY,2019,2,231
5423,Lafayette,LA,2019,3,102
5424,Rockwall,TX,2019,3,147
5425,Orange,VA,2019,3,2
5426,Gilliam,OR,2019,3,12
5427,Wyandotte,KS,2019,2,200
5428,Amador,CA,2019,1,1
5429,Danville,VA,2019,2,3
5430,Hancock,MS,2019,2,24
5431,St. Clair,IL,2019,2,27
5432,Gila,AZ,2019,3,15
5433,Madison,TN,2019,3,14
5434,Kent,MI,2019,4,75
5435,Dunklin,MO,2020,2,1
5436,Clatsop,OR,2020,1,7
5437,Isanti,MN,2020,3,1
5438,Lancaster,PA,2019,3,74
5439,Maricopa,AZ,2019,2,15784
5440,Allegheny,PA,2019,2,1281
5441,Washington,VA,2019,3,60
5442,Gwinnett,GA,2019,3,688
5443,Polk,IA,2019,2,578
5444,Portage,WI,2019,2,29
5445,Carlton,MN,2019,2,134
5446,Woodbury,IA,2019,2,24
5447,Fairfax County,VA,2019,4,137
5448,Nottoway,VA,2019,2,47
5449,Vigo,IN,2019,3,24
5450,Robertson,TX,2019,2,2
5451,Madison,IL,2019,4,20
5452,Washington,AR,2019,4,10
5453,Franklin,IL,2020,2,1
5454,Forsyth,NC,2019,2,360
5455,Nueces,TX,2020,1,1
5456,Bexar,TX,2019,2,5540
5457,Glynn,GA,2019,3,26
5458,Stark,OH,2019,2,18
5459,Colbert,AL,2019,2,64
5460,Gadsden,FL,2019,2,104
5461,Chesapeake,VA,2019,4,28
5462,Wyoming,PA,2019,2,5
5463,Pershing,NV,2019,2,8
5464,Tuscaloosa,AL,2019,4,27
5465,Liberty,FL,2019,2,6
5466,Howard,TX,2019,2,4
5467,Wayne,NE,2019,2,1
5468,Onslow,NC,2020,3,1
5469,Nelson,VA,2020,3,3
5470,Holt,MO,2020,3,1
5471,Northampton,NC,2019,4,5
5472,Fort Bend,TX,2019,2,191
5473,Clearfield,PA,2019,3,85
5474,Rowan,NC,2019,2,72
5475,Saluda,SC,2019,2,168
5476,Rockbridge,VA,2019,4,16
5477,Sarpy,NE,2019,2,801
5478,Roanoke County,VA,2019,3,112
5479,New Kent,VA,2019,3,112
5480,Hidalgo,TX,2019,3,6
5481,Butler,AL,2019,2,39
5482,Louisa,VA,2019,2,20
5483,Calhoun,FL,2019,2,18
5484,Cheshire,NH,2019,2,75
5485,Harrison,IN,2019,2,4
5486,Prince Georges,MD,2019,2,5
5487,Vermilion,LA,2020,3,1
5488,Greenville,SC,2020,1,1
5489,Liberty,TX,2020,3,2
5490,Bedford,TN,2020,2,4
5491,Clay,TX,2020,3,1
5492,Providence,RI,2019,2,1196
5493,Fulton,GA,2019,4,473
5494,Bedford County,VA,2019,2,92
5495,Lancaster,VA,2019,3,1
5496,Whitfield,GA,2019,2,23
5497,Racine,WI,2019,2,65
5498,Columbia,GA,2019,2,84
5499,Charlottesville,VA,2019,2,24
5500,Collin,TX,2019,3,78
5501,Washoe,NV,2019,4,31
5502,Columbia,WI,2019,3,29
5503,Pennington,MN,2019,2,3
5504,Manassas,VA,2019,2,5
5505,Wilkes,GA,2020,2,7
5506,Boone,IA,2020,3,1
5507,Cass,NE,2020,3,2
5508,Chelan,WA,2020,3,1
5509,Kimball,NE,2020,3,1
5510,Plymouth,IA,2020,2,10
5511,Liberty,TX,2020,2,4
5512,Mackinac,MI,2020,2,1
5513,Anne Arundel,MD,2019,3,307
5514,Suffolk,VA,2019,3,44
5515,Monterey,CA,2019,3,27
5516,New Hanover,NC,2019,2,57
5517,Eastland,TX,2019,3,5
5518,Murray,GA,2019,2,9
5519,Kalamazoo,MI,2019,2,95
5520,Dauphin,PA,2019,4,13
5521,Forsyth,GA,2019,3,8
5522,Rockdale,GA,2019,2,21
5523,Steele,MN,2019,3,53
5524,Charles,MD,2019,3,14
5525,Wapello,IA,2019,2,5
5526,Windham,CT,2019,2,35
5527,Wabasha,MN,2020,3,1
5528,Deschutes,OR,2020,3,13
5529,Okanogan,WA,2020,2,1
5530,Boone,MO,2020,4,3
5531,Webster,LA,2020,3,1
5532,Susquehanna,PA,2020,4,10
5533,Gloucester,NJ,2019,2,295
5534,Queens,NY,2019,3,1904
5535,Fremont,CO,2019,2,19
5536,Pinal,AZ,2019,3,150
5537,Henry,KY,2019,3,3
5538,Lyon,NV,2019,2,170
5539,Chippewa,WI,2019,2,32
5540,Comanche,OK,2019,2,4
5541,Wilson,TN,2019,4,14
5542,Phelps,MO,2019,2,5
5543,Newberry,SC,2019,4,4
5544,Elmore,AL,2019,3,38
5545,Calhoun,AL,2019,2,42
5546,Monona,IA,2020,3,1
5547,Evans,GA,2020,2,5
5548,Grant,WI,2020,3,1
5549,Madison,IN,2020,4,7
5550,Linn,IA,2020,4,22
5551,Carroll,KY,2020,4,1
5552,Essex,NJ,2019,4,58
5553,Marion,IN,2019,2,2456
5554,Harris,TX,2019,4,358
5555,San Diego,CA,2019,2,8455
5556,Worcester,MA,2019,2,382
5557,Pima,AZ,2019,3,255
5558,Garvin,OK,2019,3,4
5559,Chatham,GA,2019,2,675
5560,Lucas,OH,2019,2,174
5561,Glades,FL,2019,2,15
5562,Linn,IA,2019,2,74
5563,Twiggs,GA,2019,2,8
5564,Middlesex,NJ,2019,4,54
5565,Douglas,GA,2019,4,26
5566,Genesee,MI,2019,4,63
5567,Glenn,CA,2019,3,14
5568,St. John the Baptist,LA,2019,3,50
5569,Elbert,GA,2019,2,4
5570,McLennan,TX,2019,3,29
5571,Surry,VA,2019,2,8
5572,Orange,NY,2019,4,23
5573,Sussex,DE,2019,2,9
5574,Uvalde,TX,2020,2,1
5575,Buckingham,VA,2020,3,1
5576,Botetourt,VA,2019,3,91
5577,Susquehanna,PA,2019,3,21
5578,Macon-Bibb County,GA,2019,2,64
5579,Laramie,WY,2019,3,5
5580,Hart,GA,2019,3,4
5581,McMinn,TN,2019,3,26
5582,Carroll,MD,2019,2,53
5583,Jackson,GA,2019,2,58
5584,Loudoun,VA,2019,1,3
5585,Vance,NC,2019,2,12
5586,Woodford,IL,2019,3,6
5587,Bay,MI,2020,3,14
5588,Alleghany,VA,2020,4,10
5589,Otoe,NE,2020,2,6
5590,Lancaster,SC,2020,3,4
5591,Chisago,MN,2019,2,382
5592,Santa Clara,CA,2019,3,1598
5593,Barrow,GA,2019,2,26
5594,Wilkes,GA,2019,2,10
5595,Warren,OH,2019,2,54
5596,Greene,IN,2019,3,2
5597,Howard,MD,2019,4,75
5598,Turner,GA,2019,3,7
5599,Richmond County,VA,2019,3,1
5600,Tioga,NY,2019,3,1
5601,Cherokee,SC,2019,4,18
5602,Muskogee,OK,2019,2,4
5603,Wicomico,MD,2020,3,2
5604,Jefferson,LA,2020,1,40
5605,St. Clair,IL,2020,4,4
5606,Montmorency,MI,2020,2,1
5607,Dodge,GA,2020,2,2
5608,Jackson,CO,2020,2,10
5609,Monmouth,NJ,2019,2,398
5610,Carroll,NH,2019,2,35
5611,Cullman,AL,2019,3,88
5612,Clermont,OH,2019,3,23
5613,Anderson,SC,2019,4,14
5614,Bell,TX,2019,4,5
5615,Collin,TX,2019,1,1
5616,Sandusky,OH,2019,3,5
5617,Fayette,IL,2019,3,5
5618,Trempealeau,WI,2020,3,3
5619,Jefferson,PA,2020,2,25
5620,Broomfield,CO,2020,4,1
5621,Rowan,NC,2019,3,62
5622,Ramsey,MN,2019,3,1807
5623,Williamson,TX,2019,2,935
5624,Okaloosa,FL,2019,3,41
5625,Erie,NY,2019,3,1002
5626,Sarasota,FL,2019,3,248
5627,Mille Lacs,MN,2019,2,118
5628,Clinton,PA,2019,3,34
5629,Medina,OH,2019,3,25
5630,Bowie,TX,2019,3,10
5631,Thurston,WA,2019,1,2
5632,Chaffee,CO,2019,2,11
5633,Lubbock,TX,2019,2,1
5634,Tangipahoa,LA,2019,2,12
5635,Bucks,PA,2019,4,41
5636,Washington,MO,2020,2,1
5637,Cameron,TX,2020,3,3
5638,York,NE,2020,2,35
5639,Washtenaw,MI,2020,1,1
5640,Clarke,IA,2020,2,4
5641,Prince George's,MD,2019,2,1439
5642,Linn,IA,2019,3,87
5643,Pulaski,VA,2019,3,31
5644,Douglas,NE,2019,4,13
5645,Franklin,PA,2019,3,65
5646,Nelson,VA,2019,2,25
5647,Washington,UT,2019,2,538
5648,Lafayette,MO,2019,2,11
5649,Tooele,UT,2019,3,71
5650,Warren,NC,2019,3,10
5651,Clay,FL,2019,3,32
5652,Marion,IL,2019,3,2
5653,Surry,NC,2019,2,30
5654,Jefferson,TX,2019,3,12
5655,Union,MS,2019,3,5
5656,Effingham,IL,2019,3,15
5657,Yakima,WA,2020,4,3
5658,Garrett,MD,2020,2,46
5659,Erath,TX,2020,2,2
5660,Union,OH,2020,3,6
5661,El Dorado,CA,2019,2,927
5662,Howard,MD,2019,3,241
5663,Clackamas,OR,2019,3,210
5664,Spokane,WA,2019,2,409
5665,Napa,CA,2019,2,987
5666,Madera,CA,2019,2,865
5667,Autauga,AL,2019,2,137
5668,Columbia,OR,2019,2,457
5669,El Paso,CO,2019,2,1290
5670,Wayne,PA,2019,3,3
5671,Wythe,VA,2019,3,82
5672,Ellis,TX,2019,3,84
5673,Franklin,AL,2019,2,8
5674,Amherst,VA,2019,3,3
5675,Ionia,MI,2019,3,14
5676,New Haven,CT,2019,4,69
5677,Prince George's,MD,2019,1,2
5678,Lenoir,NC,2019,2,12
5679,Iron,UT,2019,4,9
5680,Henrico,VA,2019,4,28
5681,Monroe,FL,2020,1,1
5682,Cambria,PA,2019,2,147
5683,Scott,MN,2019,2,667
5684,Columbia,NY,2019,2,229
5685,Petersburg,VA,2019,2,34
5686,Saline,MO,2019,2,5
5687,Worcester,MA,2019,3,221
5688,Guadalupe,NM,2019,3,8
5689,Niagara,NY,2019,2,224
5690,Caldwell,TX,2019,2,36
5691,Jenkins,GA,2019,2,2
5692,Erie,OH,2019,3,13
5693,Vermilion,IL,2019,3,6
5694,Lorain,OH,2019,4,14
5695,Calhoun,MI,2019,4,33
5696,Butler,PA,2019,4,8
5697,Talladega,AL,2019,2,15
5698,Caddo,LA,2020,1,1
5699,Addison,VT,2020,3,2
5700,Yates,NY,2020,2,1
5701,Jackson,MO,2019,3,1339
5702,Dallas,TX,2019,2,9830
5703,Morris,NJ,2019,3,227
5704,Skagit,WA,2019,2,79
5705,Nassau,FL,2019,3,46
5706,Clay,FL,2019,2,292
5707,Caroline,VA,2019,3,69
5708,Amador,CA,2019,2,256
5709,Berks,PA,2019,2,330
5710,Roanoke City,VA,2019,3,58
5711,Dundy,NE,2019,2,1
5712,Bartow,GA,2019,2,36
5713,Kankakee,IL,2019,3,2
5714,Sierra,CA,2019,2,32
5715,Mahoning,OH,2019,4,18
5716,Limestone,AL,2019,4,4
5717,Gage,NE,2019,2,1
5718,Clare,MI,2020,2,3
5719,Lafayette,MO,2020,2,37
5720,Henderson,TN,2020,2,1
5721,Schoharie,NY,2019,3,14
5722,Travis,TX,2019,2,16513
5723,Prince William,VA,2019,2,396
5724,St. Charles,MO,2019,2,293
5725,Yuba,CA,2019,2,454
5726,Walton,GA,2019,3,6
5727,Iredell,NC,2019,3,112
5728,Uintah,UT,2019,2,139
5729,Orange,NC,2019,3,69
5730,Washington,RI,2019,4,5
5731,Lackawanna,PA,2019,4,7
5732,Summit,CO,2019,4,59
5733,Indian River,FL,2019,4,4
5734,Holt,MO,2019,4,1
5735,Greene,PA,2020,2,31
5736,Albany,WY,2020,4,1
5737,Johnson,IL,2020,4,1
5738,Tarrant,TX,2019,3,1991
5739,Franklin,MA,2019,3,6
5740,Hartford,CT,2019,2,904
5741,Bradley,TN,2019,3,62
5742,Wilson,TN,2019,2,30
5743,Rock,WI,2019,3,92
5744,Marshall,TN,2019,3,6
5745,Denton,TX,2019,4,20
5746,Decatur,TN,2019,3,1
5747,Le Sueur,MN,2019,2,83
5748,Story,IA,2019,3,35
5749,Ozaukee,WI,2019,3,29
5750,Lyon,NV,2019,3,13
5751,Baker,OR,2020,4,17
5752,Putnam,WV,2020,3,1
5753,Laramie,WY,2020,3,1
5754,Harrison,MS,2020,4,7
5755,Monroe,TN,2020,2,6
5756,Tulsa,OK,2019,2,5906
5757,Lowndes,AL,2019,3,70
5758,Cecil,MD,2019,2,54
5759,DuPage,IL,2019,4,46
5760,Warren,NJ,2019,3,59
5761,Dallas,AL,2019,2,13
5762,Whatcom,WA,2019,4,36
5763,Oakland,MI,2019,4,76
5764,Montour,PA,2019,3,13
5765,Richmond,NC,2019,3,3
5766,New Castle,DE,2019,4,89
5767,Pine,MN,2019,3,45
5768,Sioux,IA,2019,2,16
5769,Montgomery,AL,2019,4,14
5770,Navajo,AZ,2019,4,13
5771,Westmoreland,PA,2019,3,85
5772,Sumner,TN,2019,2,34
5773,Greene,IN,2020,4,2
5774,Morgan,IL,2020,2,2
5775,St. Francis,AR,2020,3,2
5776,Lyon,MN,2020,3,1
5777,San Diego,CA,2019,4,105
5778,Volusia,FL,2019,2,325
5779,Lowndes,AL,2019,2,49
5780,San Miguel,NM,2019,4,7
5781,Lafourche,LA,2019,2,4
5782,St. Louis City,MO,2019,2,173
5783,Greene,PA,2019,2,11
5784,Accomack,VA,2019,2,13
5785,Davidson,NC,2019,4,16
5786,Edgecombe,NC,2019,2,25
5787,Mecklenburg,NC,2019,1,7
5788,Houston,MN,2019,2,30
5789,Cottonwood,MN,2019,2,45
5790,Hillsborough,NH,2019,4,4
5791,Starr,TX,2020,2,1
5792,Mercer,WV,2020,4,3
5793,McLennan,TX,2020,4,2
5794,DuPage,IL,2019,2,2581
5795,Kern,CA,2019,2,3245
5796,Kanabec,MN,2019,2,32
5797,Bryan,GA,2019,4,11
5798,San Francisco,CA,2019,4,24
5799,Montgomery,OH,2019,4,20
5800,Tulare,CA,2019,2,1488
5801,Taliaferro,GA,2020,2,2
5802,Harrison,IA,2020,3,3
5803,Titus,TX,2020,3,4
5804,Madison,TN,2020,4,3
5805,Los Angeles,CA,2019,3,17639
5806,New York,NY,2019,2,1552
5807,Oklahoma,OK,2019,3,1475
5808,Conecuh,AL,2019,3,16
5809,Miami,OH,2019,2,12
5810,Santa Rosa,FL,2019,3,63
5811,Brazoria,TX,2019,2,68
5812,Cabarrus,NC,2019,3,84
5813,Darlington,SC,2019,1,1
5814,Caroline,MD,2019,3,4
5815,Greenwood,SC,2019,3,3
5816,Hamilton,IA,2019,3,18
5817,Forest,PA,2019,2,1
5818,Fillmore,MN,2019,3,2
5819,Montezuma,CO,2020,3,3
5820,Oakland,MI,2019,3,1205
5821,Chenango,NY,2019,2,7
5822,District of Columbia,DC,2019,3,227
5823,Miami-Dade,FL,2019,4,782
5824,Chester,PA,2019,2,566
5825,Pinal,AZ,2019,2,254
5826,Clear Creek,CO,2019,3,127
5827,Hampden,MA,2019,2,106
5828,Barbour,AL,2019,3,1
5829,Weld,CO,2019,4,93
5830,Lapeer,MI,2019,2,14
5831,Marion,TN,2019,2,29
5832,Jackson,AL,2019,2,40
5833,Clearfield,PA,2019,4,12
5834,Franklin,VT,2019,3,5
5835,Grundy,TN,2019,2,6
5836,Fayette,OH,2019,4,2
5837,Lincoln,MO,2020,2,7
5838,Webb,TX,2020,2,1
5839,Grant,MN,2020,3,1
5840,Lassen,CA,2020,3,1
5841,Bulloch,GA,2020,2,30
5842,Manatee,FL,2019,2,923
5843,Laurens,SC,2019,2,522
